time,NDVI,Temperature,NDVI_interpolated,Temperature_interpolated
1996-07-31,0.21955669784804444,29.077082369391324,0.21955669784804444,29.077082369391324
1996-08-31,0.4376712611171382,33.72136548708631,0.4376712611171382,33.72136548708631
1996-09-30,0.5071916735867068,35.04323825792584,0.5071916735867068,35.04323825792584
1996-10-31,0.5553717839145522,40.341994534355656,0.5553717839145522,40.341994534355656
1996-11-30,,,0.5712477971297506,37.67937088890258
1996-12-31,,,0.5825447898499155,38.167570194600174
1997-01-31,,,0.5078892199732539,35.910956552787745
1997-02-28,,,0.507258310347875,36.68455598829839
1997-03-31,,,0.4100218466748271,34.65226674276712
1997-04-30,,,0.37214079799304356,31.882913015445716
1997-05-31,,,0.4159936180752103,31.559842007188376
1997-06-30,,,0.42692777058309,28.601351938581026
1997-07-31,0.4400256495424604,29.44197143692309,0.4400256495424604,29.44197143692309
1997-08-31,0.4837411923147294,34.40472995296227,0.4837411923147294,34.40472995296227
1997-09-30,0.31420535206735994,24.182086062219565,0.31420535206735994,24.182086062219565
1997-10-31,0.5049932813944842,32.072502501927886,0.5049932813944842,32.072502501927886
1997-11-30,,,0.5136417726124377,33.81731426868561
1997-12-31,,,0.4917080643437097,35.347402837060066
1998-01-31,0.40652100755960147,36.67741091517407,0.40652100755960147,36.67741091517407
1998-02-28,,,0.37353522596431366,33.871788074898845
1998-03-31,0.33363648762454445,29.869201744430526,0.33363648762454445,29.869201744430526
1998-04-30,,,0.3263418049763591,35.69713668688461
1998-05-31,0.4228726691924192,43.99920783030345,0.4228726691924192,43.99920783030345
1998-06-30,0.21742404890929867,20.758045508707458,0.21742404890929867,20.758045508707458
1998-07-31,,,0.3124078992782337,23.599146550104415
1998-08-31,,,0.3906905460186152,24.700475692931903
1998-09-30,0.5192806200471474,26.837181534249364,0.5192806200471474,26.837181534249364
1998-10-31,,,0.5475262333447417,29.23377527763785
1998-11-30,0.5708386371427886,29.87036179715198,0.5708386371427886,29.87036179715198
1998-12-31,0.4874826882584637,23.389320425518083,0.4874826882584637,23.389320425518083
